name,imageUrl,categories,address,description,link,street,city,state,zip,guessedCity
Royal T Fitness,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_38355.webp,Black Woman Owned	 Personal/Group Training	 Trainers,New Orleans	 Louisiana	 United States,Online Fitness Programs by Royal T Fitness will help you take your fitness to another level.  I’m a certified personal trainer	 group personal training specialist and fitness nutrition specialist through the National Academy of Sports Medicine.,https://www.royaltfitness.com,New,Orleans,LA,70113,New Orleans
Strawberri Curls,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_4940.webp,Hair Salons	 Beauty Salon,New Orleans	 Louisiana	 United States,,,New,Orleans,LA,70113,New Orleans
The Crayon Case,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_24458.webp,Cosmetic & Beauty Supply	 Makeup Artists	 Skin care	 Health & Beauty	 Black Woman Owned,New Orleans	 Louisiana	 United States,The Crayon Case is a cosmetic line dedicated to aspiring mua's & amateur make-up users,https://thecrayoncase.com,New,Orleans,LA,70113,New Orleans
Tours By Judy,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_28591.webp,Tours,New Orleans	 Louisiana	 United States,“If you're going to the cemetery - go with Tours by Judy!” The cemetery is lovely - a mix of older	 crumbling graves	 and brand new ones. There was so much to learn - and thank goodness we contacted ToursbyJudy.com.,http://www.toursbyjudy.com/,New,Orleans,LA,70113,New Orleans
Whitney J Decor,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_19825.webp,Home Organization	 Interior Design,New Orleans	 Louisiana	 United States,"Whitney J Decor is a NOLA-based Interior Design firm specializing in custom closets	 kitchen & baths	 space planning	 color schemes	 home styling	 draperies & window treatments	 and upholstery.

My design firm provides:",http://www.whitneyjdecor.com,New,Orleans,LA,70113,New Orleans
Headlinerz,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_7288.webp,Barbers	 Hair Extensions/Removal	 Hair Salons	 Nail Salons,1101 Lee Ave	 Houma	 Louisiana	 United States,1 stop shop with Professional Barbers	 Stylists & Nail Tech on duty. Beauty Supplies available for retail sale	 jewelry	 purses	 shoes	 clothes & much more,https://locality.com/la/houma,Lee,Houma,LA,70360,Houma
Adia Deha Auto Sales Representative,,Auto Repair,510 East Howze Beach Road	 Slidell	 Louisiana	 United States,Automotive Services,,Howze Beach,Slidell,LA,70458,Slidell
BLESSED HANDS CONCIERGE,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_16151.webp,Hair Salons,58465 Tyler St	 Slidell	 Louisiana	 United States,,http://www.blessedhandshairsalon.com/,Tyler,Slidell,LA,70458,Slidell
SOULFUL EATS,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_44749.webp,Soul Food,1815 Charity Street	 Abbeville	 Louisiana	 United States,Are YOU hungry for soul food? Soulful Eats has the BEST soul food in town! Stop by for a bite to eat and let us feed your soul!,https://www.facebook.com/TheOriginalSoulfulEats/,Charity,Abbeville,LA,70510,Abbeville
Leonards Food Quarters,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_44511.webp,Soul Food	 American/General	 Cajun/Creole,1708 Gerstner Memorial Drive	 Lake Charles	 Louisiana	 United States,A Taste of The French Quarters is available in Lake Charles	 LA. Leonard’s Food Quarters offers traditional Louisiana-style Cajun-Creole dishes & soul food.,http://www.leonardsfoodquarters.com,Gerstner Memorial,Lake Charles,LA,70601,Lake Charles
The Kitchen,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_30046.webp,American/General	 Cajun/Creole,417 Prewitt Street	 Lake Charles	 Louisiana	 United States,,,Prewitt,Lake Charles,LA,70601,Lake Charles
Boil & Roux,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_44195.webp,American/General	 Cajun/Creole	 Southern,11777 Coursey Boulevard	 Baton Rouge	 Louisiana	 United States,Boil & Roux Southern Kitchen is a crawfish and oyster bar in Baton Rouge	 Louisiana.,http://boilandroux.com,Coursey,Baton Rouge,LA,70801,Baton Rouge
More & More I AM,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_40219.webp,Black Woman Owned	 Yoga,1714 Florida Blvd	 Baton Rouge	 Louisiana	 United States,"A Center of Health and Wealth
for the Mind	 Body and Spirit of the Individual and Our Community",https://www.moreiam.org/,Florida,Baton Rouge,LA,70801,Baton Rouge
A Unique Blend,,Bars,Baton Rouge   Louisiana	 Baton Rouge	 Louisiana	 United States,A Unique Blend offers bartenders and servers to come to your event and serve to your guests. We can provide the alcohol if needed. Bartenders with over 10 years experience. I'm available not only to b,,Baton,Rouge,LA,70801,Baton Rouge
King Tremaine Premium Candies,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_19779.webp,Caterers	 Gourmet Snacks	 Candy Stores	 Catering,Baton Rouge	 Louisiana	 United States,We specialize in heart-shaped	 authentic Louisiana pecan candy	 individually wrapped and personalized.Order our Sweethearts for corporate gifts	 wedding & party favors	 special events	 holidays or just because.,https://www.kingcandies.com,Baton,Rouge,LA,70801,Baton Rouge
Kurvy Kloset Boutique,,Accessories	 Plus Size Fashion	 Clothing	 Black Woman Owned,Baton Rouge	 Louisiana	 United States,Who says “Kurvy” can’t be sexy? Dress for YOUR Kurves. Shop With Us At Kurvy Kloset Boutique. We offer sizes XL-3X!,http://kurvyklosetbtq.bigcartel.com,Baton,Rouge,LA,70801,Baton Rouge
Yoga Noir Project,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_40231.webp,Black Woman Owned	 Yoga,Baton Rouge	 Louisiana	 United States,"I randomly attended a yoga class	 at my local gym	 shortly after the birth of my youngest daughter. I remember thinking	 ""Where are all of the Women of Color in these yoga classes? Why aren't more of us taking advantage yoga?""",https://nikkyscottinc.com/yoga-noir-project,Baton,Rouge,LA,70801,Baton Rouge
MY SPA MY WAY,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_16123.webp,Day Spas	 Massage	 Personal Care,700 East Kings Highway	 Shreveport	 Louisiana	 United States,Whether you are a first-time spa guest or a seasoned spa veteran	 we want to make your spa experience a truly transforming one. We have services designed to deliver optimal results in a quaint	 comfortable and non-intimidating atmosphere.,http://myspamyway.com/,Kings,Shreveport,LA,71101,Shreveport
Southern University at Shreveport,,Schools	 HBCU's,3050 Martin Luther King Dr	 Shreveport	 Louisiana 	 Louisiana	 United States,Historically Black Colleges & Universities,www.susla.edu,Martin Luther King,Shreveport,LA,71101,Shreveport
Ceci’s Chicken and Waffles,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_49205.webp,Soul Food,6606 COLONEL GLENN RD.	 Little Rock	 Arkansas	 United States,A CASUAL SIT DOWN RESTAURANT SERVING GRANDMA'S SOUTHERN FAVORITES MADE WITH FRESH PRODUCE AND TURKEY PRODUCTS.PLUS ALIL SOUL&SWEET ENJOY CHICKEN N WAFFLES,http://Cecischickenwaffles.com,COLONEL GLENN,Little Rock,AR,72201,Little Rock
Philander Smith College,,Schools	 HBCU's,900 W. Daisy Bates Drive	 Little Rock	 Arkansas 72	 Arkansas	 United States,Historically Black Colleges & Universities,www.philander.edu,Daisy Bates,Little Rock,AR,72201,Little Rock
The House Of Mental,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_48336.webp,Vegan	 Vegetarian,801 South Chester Street	 Little Rock	 Arkansas	 United States,vegan soul	 and vegan comfort food,https://www.facebook.com/TheHouseofMental/,Chester,Little Rock,AR,72201,Little Rock
U 4 U,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_7318.webp,Hair Salons	 Jewelry	 Accessories	 Beauty Salon,2727 S Arch St.	 Little Rock	 Arkansas	 United States,,,Arch,Little Rock,AR,72201,Little Rock
Jones Bar-B-Q Diner,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_21952.webp,BBQ,219 W Louisiana St	 Marianna	 Arkansas	 United States,Jones Bar-B-Q Diner in Marianna	 Arkansas is believed to be the oldest Black-owned restaurant in the country. Currently owned by James Jones and his wife Betty	 the diner has been open since at least 1910 and is still widely known for serving...,https://www.facebook.com/JonesBarBQDiner/,Louisiana,Marianna,AR,72360,Marianna
Hair Couture,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_50307.webp,Cosmetic & Beauty Supply	 Women's Clothing	 Clothing,1680 N. College Ave	 Suite 4	 Fayetteville	 Arkansas 2703	 United States,Hair Couture is a beauty supply boutique that is a black	 family-owned business. We are located in Fayetteville	 AR and we service the Northwest Arkansas. We recently expanded our reach by developing a website.,http://www.haircoutureboutique.com,College,Fayetteville,AR,72701,Fayetteville
Noteworthy Crafts,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_43327.webp,Arts & Crafts	 Jewelry	 Gifts	 Black Woman Owned,Oklahoma City	 Oklahoma	 United States,I am an artist and caregiver for my sister Rose who has autism. We lost our mother to Myeloma	 our maternal grandmother to Breast Cancer and our pater nal grandmother to Colon Cancer	 We use our art to spread awareness of cancer and autism...,,Oklahoma,City,OK,73008,Bethany
Rose Refour,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_43362.webp,Art Galleries	 Arts & Crafts	 Black Woman Owned,Oklahoma City	 Oklahoma	 United States,Rose Refour is an Artist with Autism,https://www.etsy.com/shop/RoseRefour,Oklahoma,City,OK,73008,Bethany
Chili's Grill & Bar,,American/General,5301 N Classen Blvd	 Oklahoma City	 Oklahoma	 United States,,,Classen,Oklahoma City,OK,73101,Oklahoma City
Cornish Smokehouse,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_44430.webp,BBQ,801 Southwest 119th St	 Oklahoma City	 Oklahoma	 United States,“Let us flavor your taste buds with our smoked meats”. BBQ restaurant added in #OKC.,http://cornishsmokehouse.com,119th,Oklahoma City,OK,73101,Oklahoma City
Off The Hook Seafood,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_16706.webp,Soul Food	 Seafood,125 W. Britton Rd.	 Oklahoma City	 Oklahoma Visit Us	 United States,Whether you prefer a light snack or a hearty meal	 you can count on us to provide you with delicious soul food. Professional cooking is a craft we are passionate about. With every order	 we strive to deliver culinary masterpieces that will give your,http://offthehookokc.com,Britton,Oklahoma City,OK,73101,Oklahoma City
The Crawfish Pot OKC,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_44616.webp,Cajun/Creole	 Seafood,2142 West Interstate 240 Service Road	 Oklahoma City	 Oklahoma	 United States,Another listing has been added near Oklahoma City. This place is known to have the best soul food in #OKC.,http://Crawfishpotokc.com,Interstate 240 Service,Oklahoma City,OK,73101,Oklahoma City
A.I.R Project,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9579.webp,Counseling & Mental Health	 Non-Profit Organizations	 Life Coach,PO BOX 143463	 Austin	 Texas	 United States,,,,Austin,TX,73301,Austin
AM Pharmacy,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9613.webp,Pharmacy,10401 Anderson Mill Rd 	 Ste 112B	 Austin	 Texas	 United States,AM Pharmacy,http://www.ampharmacy.org,Anderson Mill,Austin,TX,73301,Austin
Avery Calloway,,Home Real Estate,8300 N Mopac Expy	 Austin	 Texas	 United States,Avery Calloway,www.austinagentavery.com/home,Mopac,Austin,TX,73301,Austin
Big Easy Bar & Grill,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9343.webp,Restaurant	 Cajun/Creole	 Sports Bar & Grill,1806 E 12th St	 Austin	 Texas	 United States,Big Easy Bar & Grill,http://bigeasybarandgrill.weebly.com/,12th,Austin,TX,73301,Austin
Big Easy Bar and Grill,,Soul Food	 American/General	 Cajun/Creole	 Sports Bar & Grill	 Southern,1806 E 12th St	 Austin	 Texas	 United States,As a proliferating	 family-owned eatery that specializes in authentic cajun cuisine	 we take great pride in offering noteworthy gumbo	 crawfish etoufee	 red beans and rice with sausage	 seafood platters	 po-boy sandwiches	 boudin links	 chargrilled o,http://bigeasyatx.com,12th,Austin,TX,73301,Austin
Black Butterfly Bath & Body,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9461.webp,Health & Beauty	 Retail,811 E. 13th St.	 Austin	 Texas	 United States,Black Butterfly Bath & Body,http://www.shopblackbutterfly.com/,13th,Austin,TX,73301,Austin
Black Hair Unlimited,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9291.webp,Hair Extensions/Removal	 Hair Salons,3218 E Martin Luther King Jr Blvd	 Austin	 Texas	 United States,BEAUTY/HAIRCARE,http://www.blackhairunlimited.com/,Martin Luther King Jr,Austin,TX,73301,Austin
Cool Head Homes LLC,,Home Real Estate,4700 loyola lane	 Austin	 Texas	 United States,Cool Head Homes LLC,http://www.coolheadhomes.com/,loyola,Austin,TX,73301,Austin
Doubletree Club Austin-University Area,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9844.webp,Hotels,1617 IH-35 North	 Austin	 Texas	 United States,DoubleTree by Hilton Hotel Austin – University Area provides a home-like warmth a mile from downtown Austin. This Austin hotel	 located at the intersection of IH-35 North and Martin Luther King Blvd	 is across the street from the University of Texas,http://doubletree3.hilton.com/en/hotels/texas/doubletree-by-hilton-hotel-austin-university-area-AUSIMDT/index.html,IH-35,Austin,TX,73301,Austin
Dr. Chuma Chike-Obi,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9511.webp,Plastic Surgery,327 E Cesar Chavez St	 Austin	 Texas	 United States,Dr. Chuma Chike-Obi,,Cesar Chavez,Austin,TX,73301,Austin
Gabrielle's Salon & Day Spa,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9297.webp,Hair Extensions/Removal	 Hair Salons	 Nail Salons	 Beauty Salon,9012 Research Blvd Suite C7	 Austin	 Texas	 United States,BEAUTY/HAIRCARE,http://www.gabriellesalonspa.com/,Research,Austin,TX,73301,Austin
Galloway's Sandwich Shop,,Soul Food	 Soups/Salads/Sandwiches	 Southern,1914 E 12th St	 Austin	 Texas	 United States,,,12th,Austin,TX,73301,Austin
Hoover's Cooking,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9363.webp,Soul Food	 Restaurant	 Southern,2002 Manor Road	 Austin	 Texas	 United States,"Hoover's Cooking
For more than 15 years	 Hoover’s Cooking has been a force in the Austin community. Owner	 Hoover Alexander’s roots run deep through Texas. A native East Austinite and fifth-generation Texan	 Hoover and his cooking are inspired by the",http://www.hooverscooking.com/,Manor,Austin,TX,73301,Austin
KB Moving & Delivery Services,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_7538.webp,Movers,4000 Jackson Ave	 Austin	 Texas	 United States,We offer professional moving & delivery services to residential & commercial industries. *ALL moves have a 2 hour minimum*,http://www.kbmoving.net/,Jackson,Austin,TX,73301,Austin
Legendary Cuts,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9279.webp,Barbers,4700 Loyola Ln.	 Austin	 Texas	 United States,Barbershop,,Loyola,Austin,TX,73301,Austin
Mia the Event Diva,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9537.webp,Venues & Event Spaces	 Events,PO Box 141968	 Austin	 Texas	 United States,Mia the Event Diva,http://www.miaeventdiva.com/,,Austin,TX,73301,Austin
Midtown Live Sports Cafe,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9371.webp,Restaurant	 Bars	 Sports Bar & Grill	 Clubs,7408 Cameron Rd	 Austin	 Texas	 United States,Midtown Sports Bar & Cafe,http://www.midtownlivesportcafe.com/,Cameron,Austin,TX,73301,Austin
My Shoe Secret,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9499.webp,Shoes	 Retail,P.O. Box 201810	 Austin	 Texas	 United States,My Shoe Secret,http://myshoesecret.com,,Austin,TX,73301,Austin
Northstar Photography,,Photography,P.O. Box 243	 Austin	 Texas	 United States,Northstar Photography,www.flickr.com/photos/lissiaz/,,Austin,TX,73301,Austin
Rejuvenate Bath & Body/ Nails by Melinda,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9555.webp,Cosmetic & Beauty Supply	 Nail Salons	 Health & Beauty,605 Winterfield Dr	 Austin	 Texas	 United States,Rejuvenate Bath & Body/ Nails by Melinda,http://www.melindasnails.com/,Winterfield,Austin,TX,73301,Austin
Sahara Lounge,,Ethiopian,1413 Webberville Rd	 Austin  Texas	 Texas	 United States,,,Webberville,Austin,TX,73301,Austin
Sweet Epiphany,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9407.webp,Restaurant	 Bakeries & Desserts,1313 Cometa	 Austin	 Texas	 United States,Sweet Epiphany,https://www.facebook.com/sweetepiphanytreats/,Cometa,Austin,TX,73301,Austin
The Hair Clinic,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9317.webp,Hair Salons,3016 Guadalupe Street	 Austin	 Texas	 United States,BEAUTY/HAIRCARE,http://thehairclinicaustin.com/,Guadalupe,Austin,TX,73301,Austin
Tony's Jamaican Food,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_15612.webp,Restaurant	 Caribbean	 Food Trucks,1200 E 11th St	 Austin	 Texas	 United States,Tony's Jamaican Food,,11th,Austin,TX,73301,Austin
Ty Services,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_2911.webp,Personal Assistants	 Business Consulting,10109 Lake Creek Parkway Drive	 Austin	 Texas	 United States,,http://www.ty-professional.com,Lake Creek Parkway,Austin,TX,73301,Austin
Ty's Notary Service,,Tax Services	 Notaries,10109 Lake Creek Parkway Drive	 Austin	 Texas	 United States,,http://www.ty-professional.com/TysNotary/,Lake Creek Parkway,Austin,TX,73301,Austin
W.G. Hunt & Co.,,Home Real Estate,1721 E 12th St	 Austin	 Texas	 United States,W.G. Hunt & Co.,,12th,Austin,TX,73301,Austin
Williams,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9281.webp,Barbers,4503 E Martin Luther King Jr Blvd	 Austin	 Texas	 United States,Barbershop,,Martin Luther King Jr,Austin,TX,73301,Austin
Wooten,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9285.webp,Barbers,2106 Guadalupe Street	 Austin	 Texas	 United States,Barbershop,,Guadalupe,Austin,TX,73301,Austin
Cole Custom Bowties,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_13866.webp,Accessories	 Formal Wear	 Men's Clothing	 Clothing,721 S. Rockford Ave.	 Tulsa	 Oklahoma	 United States,Cole's Custom Bowties provides unique hand made bowties	 and pocket squares. Our products are made double or triple sided for variation/style choice.,https://www.etsy.com/shop/colescustombowties,Rockford,Tulsa,OK,74101,Tulsa
African Village Restaurant,,African Restaurants,3003 N Belt Line Rd 	 Irving  Texas	 Texas	 United States,African Village Restaurant,,Belt Line,Irving,TX,75014,Irving
Courtyard Dallas DFW Airport North/Irving,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9840.webp,Hotels,4949 Regent Blvd	 Irving	 Texas	 United States,Welcome to the Courtyard DFW Airport North hotel. Our new lobby offers guests a flexible space to work	 relax	 and socialize. A high-tech hub	 our lobby features free Wi-Fi	 and an interactive touch-screen GoBoard®	 with news	 weather,http://www.marriott.com/hotels/travel/dfwcy-courtyard-dallas-dfw-airport-north-irving/,Regent,Irving,TX,75014,Irving
Sweet Nothings & Pastries,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_19259.webp,Bakeries & Desserts	 Caterers,4600 W. Pioneer Dr.	 Irving	 Texas	 United States,Offering various sweet treats to the DFW Metroplex via delivery & pick up service! Give SNAPs a call today & we'll have your sweets in a snap!,https://www.snapspastries.com,Pioneer,Irving,TX,75014,Irving
Natural Jewels,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_37466.webp,Cosmetic & Beauty Supply	 Skin care	 Health & Beauty	 Personal Care,5964 W. Parker RD	 Plano	 Texas	 United States,"We offer natural approach to moving you and your skin towards beautiful balance. Customized facials	 body treatments	 waxing	 and non-toxic handcrafted skin care products provided within a cozy	 private boutique studio.
Natural Jewels is committed to",https://shopnaturaljewels.com/,Parker,Plano,TX,75023,Plano
Roots Chicken Shak,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_41539.webp,American/General	 Soups/Salads/Sandwiches,7800 Windrose Avenue	 Plano	 Texas	 United States,We follow that same philosophy at Roots. They call Chef Tiffany the Southern Belle because of her love for entertaining. When you're at Roots	 Chef Tiffany wants you to feel like you're coming home. Come in	 grab a glass of our southern sweet tea...,,Windrose,Plano,TX,75023,Plano
Jime's Kitchen,,Restaurant,1010 S Edmonds Ln	 Lewisville	 Texas	 United States,Jime's Kitchen,,Edmonds,Lewisville,TX,75029,Lewisville
Lin's Beauty Supply,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_5941.webp,Cosmetic & Beauty Supply,6803 Preston Rd	 Frisco	 Texas	 United States,,,Preston,Frisco,TX,75033,Frisco
That Thing You Do,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_19105.webp,Caterers	 Events	 Catering,P.O. Box 852484	 Garland	 Texas	 United States,Local Garland	 TX catering company. We will cater both personal and business events of all types.,https://www.facebook.com/thatthingyoudocatering,,Garland,TX,75040,Garland
Southern Sudanese Restaurant,,African Restaurants,2119 W  Buckingham Rd	 GarlandTeas	 Texas	 United States,Southern Sudanese Restaurant,,Buckingham,GarlandTeas,TX,75041,Garland
Catfish Fridays,,Soul Food	 Seafood,107 N Cedar Ridge Dr 	 Duncanville	 Texas	 United States,,,Cedar Ridge,Duncanville,TX,75116,Duncanville
Custom Blends By 9,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_50528.webp,Cosmetic & Beauty Supply,Red Oak	 Texas	 United States,,https://www.etsy.com/shop/CustomBlendsbyNine,Red,Oak,TX,75154,Red Oak
Big Mama's Chicken & Waffles,,Soul Food	 Southern,9810 Forest Ln 	 Dallas	 Texas	 United States,,,Forest,Dallas,TX,75201,Dallas
ChosenWomb Holistic Health,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_19143.webp,Fertility	 Naturopathic/Holistic,5570 W Lovers Ln	 Dallas	 Texas	 United States,ChosenWomb Holistic Health is an apothecary specializing in Holistic Fertility	 Womb Health	 and Baby Care.  Chosen Womb Holistic Health seeks to care for the whole woman. We specialize in breastfeeding and infertility. Consultations Available!,http://www.chosenwomb.com,Lovers,Dallas,TX,75201,Dallas
Dallul Restaurant,,Ethiopian,2515 Inwood Rd	 Dallas	 Texas	 United States,,,Inwood,Dallas,TX,75201,Dallas
Dave's Bar-B-Que,,BBQ,4353 Gannon Ln 	 Dallas	 Texas	 United States,,,Gannon,Dallas,TX,75201,Dallas
Desta Ethiopian Restaurant,,Ethiopian,12101 Greenville Ave	 Dallas	 Texas	 United States,,,Greenville,Dallas,TX,75201,Dallas
District 8 Apparel,,Clothing,6019 Park Manor Dr	 Dallas	 Texas	 United States,,,Park Manor,Dallas,TX,75201,Dallas
DISTRICT EIGHT APPAREL,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_3001.webp,Retail	 Tees,6019 Park Manor Dr	 Dallas	 Texas	 United States,,https://teespring.com/stores/district8,Park Manor,Dallas,TX,75201,Dallas
Diva Styles Salon,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_3925.webp,Hair Salons	 Beauty Salon,17610 Midway	  Suite 122	 Dallas	 Texas	 United States,,http://www.divastylessalon.com,Midway,Dallas,TX,75201,Dallas
DonnaRose Design House,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_13892.webp,Accessories	 Women's Clothing	 Clothing,3118 Swiss Avenue	 Dallas	 Texas	 United States,DonnaRose	 a fashion design house specializing in women's clothing that is beautiful	 elegant	 feminine minimalism.,https://donnarosedesignhouse.com,Swiss,Dallas,TX,75201,Dallas
Dual Functions Hair Gallery,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_3923.webp,Hair Salons,Downtown	 Dallas	 Texas	 United States,,http://www.dualfunctions.com/index.html,Downtown,Dallas,TX,75201,Dallas
Elaine's Kitchen,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_12078.webp,American/General	 Caribbean,2717 Martin Luther King Junior Blvd 	 Dallas	 Texas	 United States,,,Martin Luther King Junior,Dallas,TX,75201,Dallas
Joulzey,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_21659.webp,Entertainment	 Vlogger,PO Box 133084	 Dallas	 Texas	 United States,This vlogger’s been offering her spunky and eloquent take on African American culture before it was popular on YouTube. She continues to inspire and make you think with her vlogs	 offering fresh	 fun	 and smart prospectives.,http://www.jouelzy.com,,Dallas,TX,75201,Dallas
Luxe Livery,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_13371.webp,Parking,4525 Cole Ave	 Dallas	 Texas	 United States,We at Luxe Livery understand how important your business and special events are to you. We strive to provide a stellar first impression to your guests by providing our valets with professional	 well-groomed attire and delivering personal attention to,http://www.luxelivery.com,Cole,Dallas,TX,75201,Dallas
Natural Select Beauty Supply,,Cosmetic & Beauty Supply,1111 W Ledbetter Dr	 Dallas	 Texas	 United States,,https://www.facebook.com/naturalselectbytiffany,Ledbetter,Dallas,TX,75201,Dallas
NO PROBLEM AUTO SALES,,Car Dealers,6229 S. R.L. Thornton Fwy.	 Dallas	 Texas	 United States,Car Dealerships,,RL Thornton,Dallas,TX,75201,Dallas
Tawana's Soul Food,,Soul Food,8613 Old Hickory Trl 	 Dallas	 Texas	 United States,,,Old Hickory,Dallas,TX,75201,Dallas
The Fade Shop,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_21124.webp,Barbers,18900 Dallas Parkway	 Suite 107	 Dallas	 Texas	 United States,The Fade Shop is a mature	 professional barbershop delivering the best haircut services with locations in Dallas	 Frisco and McKinney Texas.,http://fadeshop.com,Dallas,Dallas,TX,75201,Dallas
Trucker's Café,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_20161.webp,Soul Food	 American/General	 Seafood	 Burgers,1910 MARTIN LUTHER KING BLVD	 Dallas	 Texas	 United States,"Aside from her love for cooking	 Paulette Johnson	 an entrepreneur and the owner of Trucker's Café	 also loves helping people. Her café has been known not only for its ""biggest mother truckin' burger"" but mostly because it closes its doors every Mon.",,MARTIN LUTHER KING,Dallas,TX,75201,Dallas
William's Fried Chicken,,Soul Food	 Carry-Out	 Southern,4875 Sunnyvale St 	 Dallas	 Texas	 United States,,,Sunnyvale,Dallas,TX,75201,Dallas
Williams Chicken,,American/General,2831 E. Ledbetter Dr. 	 Dallas	 Texas	 United States,,,Ledbetter,Dallas,TX,75201,Dallas
Kidz Book Zone,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_2859.webp,Book Stores/Magazines,121 Online Dr	 Nacogdoches	 Texas	 United States,,http://www.kidzbookzone.com,Online,Nacogdoches,TX,75961,Nacogdoches
